common_movie_id,overview,translated_overview,overview converted using google translate,,0 or 1
798,Pünktchen und Anton is a 1953 German film based on the children novel from Erich Kastner about two women who despite all the oppositions together go from chubby to thin.,"पुंकटचेन अंड एंटोन 1953 की जर्मन फिल्म है जो एरिच कास्टनर के बच्चों के उपन्यास पर आधारित है, जो दो महिलाओं के बारे में है जो सभी विरोधों के बावजूद एक साथ मोटी से पतली हो जाती हैं।",Punktchen und Anton is a 1953 German film based on a children's novel by Erich Kästner about two women who go from thick to thin together despite all opposition.,,0
1059,"Lured by gold, two greedy peasants escort a man and woman across enemy lines. However, they do not realize that their companions are actually a princess and her general.","सोने के लालच में, दो लालची किसान एक पुरुष और महिला को दुश्मन की सीमा के पार ले जाते हैं। हालाँकि, उन्हें इस बात का एहसास नहीं है कि उनकी साथी वास्तव में एक राजकुमारी और उसके सेनापति हैं।","Lured by gold, two greedy farmers take a man and woman across enemy lines. However, they don't realize their companions are actually a princess and her commander.",,0
6615,"Sometimes you find love where you'd least expect it. Just ask Lars, a sweet but quirky guy who thinks he's found the girl of his dreams in a life-sized doll named Bianca. Lars is completely content with his artificial girlfriend, but when he develops feelings for Margo, an attractive co-worker, Lars finds himself lost in a unique love triangle, hoping to somehow discover the real meaning of true love.","কখনও কখনও আপনি এমন ভালবাসা খুঁজে পান যেখানে আপনি এটি অন্তত আশা করেন। শুধু লার্সকে জিজ্ঞাসা করুন, একজন মিষ্টি কিন্তু অদ্ভুত লোক যে মনে করে যে সে তার স্বপ্নের মেয়েটিকে বিয়াঙ্কা নামের একটি আকৃতির পুতুলের মধ্যে খুঁজে পেয়েছে। লার্স তার কৃত্রিম গার্লফ্রেন্ডের সাথে সম্পূর্ণরূপে সন্তুষ্ট, কিন্তু যখন তিনি মার্গোর প্রতি অনুভূতি গড়ে তোলেন, একজন আকর্ষণীয় সহকর্মী, তখন লার্স নিজেকে এক অনন্য প্রেমের ত্রিভুজে হারিয়ে যেতে দেখেন, কোনোভাবে সত্যিকারের ভালোবাসার প্রকৃত অর্থ আবিষ্কার করার আশায়।","Sometimes you find love where you least expect it. Just ask Lars, a sweet but strange guy who thinks he's found the girl of his dreams in a shapeshifting doll named Bianca. Lars is perfectly content with his artificial girlfriend, but when he develops feelings for Margo, an attractive coworker, Lars finds himself lost in a unique love triangle, hoping to somehow discover the true meaning of true love.",,0
2463,Police inspector and excellent hostage negotiator Ho Sheung-Sang finds himself in over his head when he is pulled into a 72 hour game by a cancer suffering criminal out for vengeance on Hong Kong's organized crime syndicates.,पुलिस निरीक्षक और उत्कृष्ट बंधक वार्ताकार हो शेउंग-सांग खुद को उस समय मुश्किल में डाल लेते हैं जब उन्हें हांगकांग के संगठित अपराध सिंडिकेट से प्रतिशोध लेने के लिए एक कैंसर पीड़ित अपराधी द्वारा 72 घंटे के खेल में खींच लिया जाता है।,Police inspector and ace hostage negotiator Ho Sheung-sang finds himself in hot water when he's pulled into a 72-hour game by a cancer-stricken criminal bent on revenge against Hong Kong's organized crime syndicate.,,0
4462,A U.S. agent uses a State Department courier as a spy after Soviets kill his Salzburg contact.,সোভিয়েতরা তার সালজবার্গের যোগাযোগকে হত্যা করার পর একজন মার্কিন এজেন্ট স্টেট ডিপার্টমেন্টের কুরিয়ারকে গুপ্তচর হিসেবে ব্যবহার করে।,A US agent uses a State Department courier as a spy after the Soviets kill his Salzburg contact.,,0
34326,"In the teeming black markets of postwar Japan, Shozo Hirono and his buddies find themselves in a new war between factious and ambitious yakuza...","ଯୁଦ୍ଧ ପରେ ଜାପାନର ଟେମିଙ୍ଗ ବ୍ଲାକ୍ ମାର୍କେଟରେ, ଶୋଜୋ ହିରୋନୋ ଏବଂ ତାଙ୍କ ବଡିମାନେ ସେମାନଙ୍କ ପାଇଁ ଖୋଜନ୍ତି ସତ୍ୟବାଦୀ ଏବଂ ଉଚ୍ଚାଭିଳାଷୀ ୟାକୁଜା ମଧ୍ୟରେ ଏକ ନୂତନ ଯୁଦ୍ଧରେ ନିଜକୁ ଖୋଜ |","In post-war Japan's taming black market, Shojo Hirono and his buddies find themselves in a new battle between the truth-seekers and the ambitious yakuza who seek them out.",,0
86295,"In a lake high in the mountains of New Zealand hunter Gibbie Gibson discovers a plane wreck from WW2. When he tells it around, a gang of crooks follows and threatens him and his daughter, because they know there are 50 million dollars in the wreck. Helicopter pilot Barney helps Gibbie against them, risking his life thereby.","ନ୍ୟୁଜିଲ୍ୟାଣ୍ଡର ପର୍ବତରେ ଥିବା ଏକ ହ୍ରଦରେ ଶିକାରୀ ଗିବି ଗିବସନ୍ WW2 ରୁ ଏକ ବିମାନ ଦୁର୍ଘଟଣା ଆବିଷ୍କାର କରିଛନ୍ତି | ଯେତେବେଳେ ସେ ଏହାକୁ ଚାରିଆଡ଼େ କୁହନ୍ତି, କ୍ରୋକ୍ସର ଏକ ଦଳ ତାଙ୍କୁ ଏବଂ ତାଙ୍କ daughter ିଅକୁ ଧମକ ଦେଇଥାଏ, କାରଣ ସେମାନେ ଜାଣନ୍ତି ଯେ ଦୁର୍ଘଟଣାରେ 50 ମିଲିୟନ ଡଲାର ଅଛି | ହେଲିକ୍ୟାପ୍ଟର ପାଇଲଟ୍ ବାର୍ନି ଗିବିଙ୍କୁ ସେମାନଙ୍କ ବିପକ୍ଷରେ ସାହାଯ୍ୟ କରନ୍ତି, ଯାହାଦ୍ୱାରା ତାଙ୍କ ଜୀବନ ପ୍ରତି ବିପଦ ଥାଏ |","Hunter Gibby Gibson discovers a plane crash from WW2 in a lake in the mountains of New Zealand. When he tells it around, a group of crocs threaten him and his daughter, because they know that $50 million is in the crash. Helicopter pilot Barney helps Gibby against them, which puts his life in danger.",,0
1284,For this second film in the cult comedy series Torrente takes our fat police officer from Madrid to Marbella in Spain to investigate a villain’s plot to destroy the city with a missile. This James Bond style slapstick comedy became the most successful box-office film in Spanish film history beating out only the first Torrente film.,पंथ कॉमेडी श्रृंखला की इस दूसरी फिल्म के लिए टोरेंटे हमारे मोटे पुलिस अधिकारी को मिसाइल से शहर को नष्ट करने की एक खलनायक की साजिश की जांच करने के लिए मैड्रिड से स्पेन के मार्बेला ले जाती है। जेम्स बॉन्ड शैली की यह स्लैपस्टिक कॉमेडी स्पेनिश फिल्म इतिहास में केवल पहली टोरेंटे फिल्म को पछाड़कर बॉक्स-ऑफिस पर सबसे सफल फिल्म बन गई।,"For this second film in the cult comedy series, Torrente takes our burly police officer from Madrid to Marbella, Spain, to investigate a villain's plot to destroy the city with missiles. This James Bond-style slapstick comedy became the most successful box-office film in Spanish film history, surpassing only the first Torrente film.",,0
8676,"Treasure hunter Ben ""Finn"" Finnegan has sunk his marriage to Tess and his trusty boat in his obsessive quest to find the legendary Queen's Dowry. When he finds a vital clue that may finally pinpoint the treasure's whereabouts, he drags Tess and her boss, billionaire Nigel Honeycutt, along on the hunt. But Finn is not the only one interested in the gold; his former mentor-turned-enemy Moe Fitch will stop at nothing to beat him to it.","ট্রেজার হান্টার বেন ""ফিন"" ফিনেগান কিংবদন্তি রানীর যৌতুক খুঁজে পাওয়ার আবেশী অনুসন্ধানে টেসের সাথে তার বিবাহ এবং তার বিশ্বস্ত নৌকা ডুবিয়েছেন। যখন তিনি একটি গুরুত্বপূর্ণ সূত্র খুঁজে পান যা শেষ পর্যন্ত গুপ্তধনের অবস্থান চিহ্নিত করতে পারে, তখন তিনি টেস এবং তার বস, বিলিয়নেয়ার নাইজেল হানিকাটকে শিকারে টেনে নিয়ে যান। কিন্তু সোনার প্রতি শুধু ফিনই আগ্রহী নন; তার প্রাক্তন পরামর্শদাতা-শত্রু মো ফিচ তাকে হারানোর জন্য কিছুতেই থামবে না।","Treasure hunter Ben ""Finn"" Finnegan risks his marriage to Tess and his trusty boat in an obsessive quest to find the legendary queen's dowry. When he uncovers a crucial clue that could ultimately lead to the treasure's location, he drags Tess and her boss, billionaire Nigel Honeycutt, into the hunt. But it's not just Finn who's interested in the gold; his former mentor-turned-enemy Mo Fitch will stop at nothing to defeat him.",,0
8265,"Although living a comfortable life in Salon-de-Provence, a charming town in the South of France, Julie has been feeling depressed for a while. To please her, Philippe Abrams, a post office administrator, her husband, tries to obtain a transfer to a seaside town, on the French Riviera, at any cost. The trouble is that he is caught red-handed while trying to scam an inspector. Philippe is immediately banished to the distant unheard of town of Bergues, in the Far North of France...","ফ্রান্সের দক্ষিণের একটি মনোমুগ্ধকর শহর স্যালন-ডি-প্রোভেন্সে আরামদায়ক জীবনযাপন করলেও, জুলি কিছুদিন ধরে বিষণ্ণ বোধ করছেন। তাকে খুশি করার জন্য, ফিলিপ আব্রামস, একজন পোস্ট অফিসের প্রশাসক, তার স্বামী, যে কোনো মূল্যে ফ্রেঞ্চ রিভেরার একটি সমুদ্রতীরবর্তী শহরে স্থানান্তর করার চেষ্টা করেন। মুশকিল হল একজন ইন্সপেক্টরকে কেলেঙ্কারি করতে গিয়ে তিনি হাতেনাতে ধরা পড়েন। ফিলিপকে অবিলম্বে ফ্রান্সের সুদূর উত্তরের বার্গেস শহরে নির্বাসিত করা হয়...","Despite living a comfortable life in Salon-de-Provence, a charming town in the south of France, Julie has been feeling depressed for some time. To cheer her up, Philippe Abrams, a post office administrator, tries to get her husband, a post office administrator, to move to a seaside town on the French Riviera at any cost. The problem is that he is caught red-handed trying to scam an inspector. Philippe is promptly exiled to the town of Burgess in the far north of France...",,0
2668,New York detective Ichabod Crane is sent to Sleepy Hollow to investigate a series of mysterious deaths in which the victims are found beheaded. But the locals believe the culprit to be none other than the ghost of the legendary Headless Horseman.,"न्यूयॉर्क के जासूस इचबॉड क्रेन को रहस्यमय मौतों की एक श्रृंखला की जांच करने के लिए स्लीपी हॉलो भेजा जाता है, जिसमें पीड़ितों के सिर कटे हुए पाए जाते हैं। लेकिन स्थानीय लोगों का मानना ​​है कि अपराधी कोई और नहीं बल्कि प्रसिद्ध हेडलेस हॉर्समैन का भूत है।",New York detective Ichabod Crane is sent to Sleepy Hollow to investigate a series of mysterious deaths in which the victims are found beheaded. But locals believe the culprit is none other than the ghost of the legendary Headless Horseman.,,0
1722,"When a Greek fisherman leaves to fight with the Greek army during WWII, his fiancee falls in love with the local Italian commander. The film is based on a novel about an Italian soldier's experiences during the Italian occupation of the Greek island of Cephalonia (Kefalonia), but Hollywood made it into a pure love story by removing much of the ""unpleasant"" stuff.","द्वितीय विश्व युद्ध के दौरान जब एक यूनानी मछुआरा यूनानी सेना के साथ लड़ने के लिए निकलता है, तो उसकी मंगेतर को स्थानीय इतालवी कमांडर से प्यार हो जाता है। यह फिल्म ग्रीक द्वीप सेफालोनिया (केफालोनिया) पर इतालवी कब्जे के दौरान एक इतालवी सैनिक के अनुभवों के बारे में एक उपन्यास पर आधारित है, लेकिन हॉलीवुड ने बहुत सी ""अप्रिय"" चीजों को हटाकर इसे एक शुद्ध प्रेम कहानी में बदल दिया।","When a Greek fisherman leaves to fight with the Greek army during World War II, his fiancée falls in love with the local Italian commander. The film is based on a novel about the experiences of an Italian soldier during the Italian occupation of the Greek island of Cephalonia (Kefalonia), but Hollywood has transformed it into a pure love story by removing much of the ""unpleasant"" elements.",,0
539,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.","जब लुटेरे रियल एस्टेट क्लर्क मैरियन क्रेन नकदी का ढेर और एक नया जीवन शुरू करने की उम्मीद के साथ मेम पर जाते हैं, तो वह कुख्यात बेट्स मोटल में पहुंच जाती है, जहां प्रबंधक नॉर्मन बेट्स अपनी घर में रहने वाली मां की देखभाल करते हैं। यह जगह अजीब लगती है, लेकिन ठीक है... जब तक मैरियन स्नान करने का फैसला नहीं करता।","When philandering real estate clerk Marion Crane goes on the lam with a pile of cash and hopes of starting a new life, she ends up at the infamous Bates Motel, where manager Norman Bates takes care of her stay-at-home mother. The place seems strange, but that's okay... until Marion decides to take a bath.",,0
59404,"A kung fu fanatic, Yu Ting (Alexander Lo Rei), searching for the ultimate master, saves a young Shaolin monk, Hsu Shi (William Yen), from a group of mobsters and sees it as a golden opportunity to enrich his kung fu skills. He persuades the young novice monk to smuggle him into Shaolin, but Ting's presence isn't welcome and he is driven out, but remains close to the temple, keeping in touch with Hsu Shi. When Ting rescues a girl from the clutches of the Flying Eagle gang, the Golden Wheel Lama and sworn enemy of Shaolin finds the perfect excuse to lead an assault on the Temple. Realizing Ting's devotion, the abbot decides to bring Ting into the Shaolin order and teach him the deadliest techniques to prepare him for the Lama's merciless fury.","ଜଣେ କୁଙ୍ଗ୍ ଫୁ ପ୍ରଶଂସକ, ୟୁ ଟିଙ୍ଗ୍ (ଆଲେକ୍ସଜାଣ୍ଡାର୍ ଲୋ ରେ), ଚରମ ମାଷ୍ଟରଙ୍କୁ ଖୋଜି, ଜଣେ ଯୁବକ ଶାଓଲିନ୍ ମାଙ୍କଡ, ହସୁ ଶି (ୱିଲିୟମ୍ ୟେନ୍) କୁ ଏକ ମାଓବାଦୀଙ୍କ ଗୋଷ୍ଠୀରୁ ରକ୍ଷା କରିଥିଲେ ଏବଂ ଏହାକୁ ତାଙ୍କ କୁଙ୍ଗ ଫୁ କ skills ଶଳକୁ ସମୃଦ୍ଧ କରିବାର ଏକ ସୁବର୍ଣ୍ଣ ସୁଯୋଗ ଭାବରେ ଦେଖନ୍ତି | ସେ ଯୁବକ ନବାଗତ ଭିକ୍ଷୁଙ୍କୁ ତାଙ୍କୁ ଶାଓଲିନରେ ଚୋରା ଚାଲାଣ କରିବାକୁ ପ୍ରବର୍ତ୍ତାଉଥିଲେ, କିନ୍ତୁ ଟିଙ୍ଗର ଉପସ୍ଥିତି ସ୍ୱାଗତଯୋଗ୍ୟ ନୁହେଁ ଏବଂ ତାଙ୍କୁ ଘଉଡାଇ ଦିଆଯାଇଥିଲା, କିନ୍ତୁ ହସୁ ଶିଙ୍କ ସହ ସମ୍ପର୍କ ରଖି ମନ୍ଦିର ନିକଟରେ ରହିଆସିଥିଲେ। ଯେତେବେଳେ ଟିଙ୍ଗ ଫ୍ଲାଇଙ୍ଗ ଇଗଲ ଗ୍ୟାଙ୍ଗର କବଳରୁ ଜଣେ girl ିଅକୁ ଉଦ୍ଧାର କଲା, ସେତେବେଳେ ଗୋଲଡେନ୍ ହ୍ୱିଲ୍ ଲାମା ଏବଂ ଶାଓଲିନ୍ଙ୍କ ଶପଥ ଶତ୍ରୁ ମନ୍ଦିର ଉପରେ ଆକ୍ରମଣର ଏକ ବାହାନା ପାଇଲେ। ଟିଙ୍ଗର ଭକ୍ତିକୁ ହୃଦୟଙ୍ଗମ କରି ଅବବଟ ଟିଙ୍ଗକୁ ଶାଓଲିନ କ୍ରମରେ ଆଣିବାକୁ ନିଷ୍ପତ୍ତି ନେଇଛନ୍ତି ଏବଂ ତାଙ୍କୁ ଲାମାର ନିର୍ଦ୍ଦୟ କ୍ରୋଧ ପାଇଁ ପ୍ରସ୍ତୁତ କରିବା ପାଇଁ ମାରାତ୍ମକ କ ques ଶଳ ଶିଖାଇଛନ୍ତି।","A kung fu enthusiast, Yu Ting (Alexander Lo), seeks out the ultimate master, saving a young Shaolin monk, Hsu Shi (William Yen), from a group of thugs and seeing this as a golden opportunity to hone his kung fu skills. He persuades the young novice monk to smuggle him into Shaolin, but Ting's presence is not welcome and he is banished, but he remains close to the temple, maintaining a relationship with Hsu Shi. When Ting rescues a girl from the clutches of the Flying Eagle Gang, the Golden Wheel Lama and Shaolin's sworn enemies find an excuse to attack the temple. Realizing Ting's devotion, the abbot decides to bring Ting into the Shaolin order and teaches him deadly techniques to prepare him for the Lama's merciless wrath.",,0
114242,"In 1957 Gustaf Gründgens staged a new production of Goethe's Faust in which he once again played Mephisto, a part he had played since 1932. The brilliant production was a huge success and ran for a couple of years. In 1959 Peter Gorski captured the performance on film in his directorial film debut. Basically it is a registration of the production, but Gorksi did manage to accentuate the details of the acting by using enough medium and close-up shots which give a view on the acting you normally would not able to see in a theater.","1957 ମସିହାରେ ଗୁସ୍ତାଫ୍ ଗ୍ରୁଣ୍ଡଗେନ୍ସ ଗୋଏଥଙ୍କ ଫାଉଷ୍ଟର ଏକ ନୂତନ ଉତ୍ପାଦନ କରିଥିଲେ ଯେଉଁଥିରେ ସେ ପୁଣିଥରେ ମେଫିଷ୍ଟୋ ଖେଳିଥିଲେ, ଯାହାକି ସେ 1932 ପରଠାରୁ ଖେଳିଥିଲେ। ଉଜ୍ଜ୍ୱଳ ଉତ୍ପାଦନ ଏକ ବଡ଼ ସଫଳତା ଥିଲା ଏବଂ ଦୁଇ ବର୍ଷ ଧରି ଚାଲିଥିଲା ​​| 1959 ମସିହାରେ ପିଟର ଗୋର୍ସ୍କି ତାଙ୍କ ନିର୍ଦ୍ଦେଶକ ଚଳଚ୍ଚିତ୍ର ଡେବ୍ୟୁରେ ଚଳଚ୍ଚିତ୍ରର ଅଭିନୟକୁ କାବୁ କରିଥିଲେ | ମ ically ଳିକ ଭାବରେ ଏହା ଉତ୍ପାଦନର ଏକ ପଞ୍ଜୀକରଣ, କିନ୍ତୁ ଗୋର୍କି ଯଥେଷ୍ଟ ମଧ୍ୟମ ଏବଂ କ୍ଲୋଜ ଅପ୍ ସଟ ବ୍ୟବହାର କରି ଅଭିନୟର ବିବରଣୀକୁ ଅଧିକ ଜୋରଦାର କରିବାରେ ସଫଳ ହୋଇଥିଲେ ଯାହାକି ଏକ ଥିଏଟରରେ ଆପଣ ଦେଖିପାରିବେ ନାହିଁ |","In 1957, Gustav Grundgens staged a new production of Goethe's Faust in which he again played Mephisto, a role he had played since 1932. The brilliant production was a great success and ran for two years. In 1959, Peter Gorsky captured the performance on film in his directorial debut. It is essentially a recording of the production, but Gorsky manages to emphasize the details of the performance by using fairly medium and close-up shots that you would not see in a theater.",,0
4970,"After a car crash, a criminal psychologist (Halle Berry) comes to, only to find that she's a patient in the same mental institution that currently employs her. It seems she's been accused of murdering her husband -- but she has no memory of committing the crime. As she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.","একটি গাড়ি দুর্ঘটনার পর, একজন অপরাধী মনোবিজ্ঞানী (হ্যালি বেরি) আসেন, শুধুমাত্র তিনি দেখতে পান যে তিনি একই মানসিক প্রতিষ্ঠানের একজন রোগী যা বর্তমানে তাকে নিয়োগ করে। মনে হচ্ছে সে তার স্বামীকে খুন করার জন্য অভিযুক্ত হয়েছে -- কিন্তু অপরাধ করার কোন স্মৃতি তার নেই। যখন সে তার স্মৃতি ফিরে পাওয়ার চেষ্টা করে এবং তার সহকর্মীদের তার নির্দোষতা সম্পর্কে বোঝানোর চেষ্টা করে, তখন একটি প্রতিহিংসাপরায়ণ আত্মা তাকে পার্থিব মোহরা হিসাবে ব্যবহার করে, যা তার অপরাধের জন্য সবাইকে বিশ্বাস করে।","After a car accident, a criminal psychologist (Halle Berry) arrives, only to find that she is a patient at the same mental institution that currently employs her. It seems she has been accused of murdering her husband -- but has no memory of committing the crime. As she tries to regain her memories and convince her colleagues of her innocence, a vengeful spirit uses her as an earthly pawn, making everyone believe her crimes.",,0
27584,"A high school valedictorian who gets baked with the local stoner finds himself the subject of a drug test. The situation causes him to concoct an ambitious plan to get his entire graduating class to face the same fate, and fail.",একজন হাই স্কুল ভ্যালিডিক্টোরিয়ান যিনি স্থানীয় স্টোনারের সাথে বেকড হন তিনি নিজেকে ড্রাগ পরীক্ষার বিষয় খুঁজে পান। পরিস্থিতি তাকে তার পুরো স্নাতক শ্রেণিকে একই পরিণতির মুখোমুখি করার জন্য একটি উচ্চাভিলাষী পরিকল্পনা তৈরি করে এবং ব্যর্থ হয়।,A high school valedictorian who gets hooked up with a local stoner finds himself the subject of a drug test. The situation leads him to devise and fail an ambitious plan to subject his entire graduating class to the same fate.,,0
437,The sequel to the low budget first film ‘Cube.’ This time the prisoners find them selves in a more advanced cube environment that they must escape from before they are killed. A science fiction film where space and time have more than one path.,कम बजट की पहली फिल्म 'क्यूब' की अगली कड़ी। इस बार कैदी खुद को अधिक उन्नत क्यूब वातावरण में पाते हैं जहां से मारे जाने से पहले उन्हें भाग जाना होगा। एक विज्ञान कथा फिल्म जहां अंतरिक्ष और समय के एक से अधिक रास्ते हैं।,"A sequel to the low-budget debut film ""Cube."" This time, prisoners find themselves in a more advanced cube environment where they must escape before they are killed. A science fiction film where space and time have multiple paths.",,0
2861,"Sabine vows to give up married lovers, and is determined to find a good husband. Her best friend Clarisse introduces her to her cousin Edmond, a busy lawyer from Paris. Sabine pursues Edmond, with the encouragement of Clarisse, but Edmond does not seem very interested.","सबाइन ने विवाहित प्रेमियों को छोड़ने की कसम खाई है, और एक अच्छा पति खोजने के लिए दृढ़ संकल्पित है। उसकी सबसे अच्छी दोस्त क्लेरिसे ने उसका परिचय उसके चचेरे भाई एडमंड से कराया, जो पेरिस का एक व्यस्त वकील है। क्लेरिसे के प्रोत्साहन से सबाइन एडमंड का पीछा करती है, लेकिन एडमंड को इसमें कोई खास दिलचस्पी नहीं है।","Sabine has vowed to abandon married lovers and is determined to find a good husband. Her best friend, Clarisse, introduces her to her cousin, Edmond, a busy lawyer in Paris. With Clarisse's encouragement, Sabine pursues Edmond, but he is not particularly interested.",,0
45726,A terrified stewardess is stalked by her psychotic estranged husband.,ଏକ ଭୟଭୀତ ଷ୍ଟିୱାର୍ଡ ତାଙ୍କ ମନସ୍ତାତ୍ତ୍ୱିକ ବିଚ୍ଛିନ୍ନ ସ୍ୱାମୀ ଦ୍ୱାରା ଅଟକି ଯାଇଛନ୍ତି |,A fearful steward is stopped by her mentally disturbed husband.,,0
67087,Six young actresses auditioning for a movie role at a remote mansion are targeted by a mysterious masked murderer.,ଏକ ସୁଦୂର ମହଲରେ ଚଳଚ୍ଚିତ୍ର ଭୂମିକା ପାଇଁ ଅଡିସନ୍ କରୁଥିବା Six ଜଣ ଯୁବ ଅଭିନେତ୍ରୀଙ୍କୁ ଏକ ରହସ୍ୟମୟ ମାସ୍କେଡ୍ ହତ୍ୟାକାରୀ ଟାର୍ଗେଟ କରିଛନ୍ତି |,Six young actresses auditioning for film roles in a remote mansion are targeted by a mysterious masked killer.,,0
3172,Two bank robbers fall in love with the girl they've kidnapped.,दो बैंक लुटेरों को उस लड़की से प्यार हो गया जिसका उन्होंने अपहरण किया था।,Two bank robbers fall in love with the girl they kidnapped.,,0
27,"Matt, a young glaciologist, soars across the vast, silent, icebound immensities of the South Pole as he recalls his love affair with Lisa. They meet at a mobbed rock concert in a vast music hall - London's Brixton Academy. They are in bed at night's end. Together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in counterpoint to nine live-concert songs.","मैट, एक युवा ग्लेशियोलॉजिस्ट, लिसा के साथ अपने प्रेम संबंध को याद करते हुए दक्षिणी ध्रुव की विशाल, शांत, बर्फीली विशालता में उड़ान भरता है। वे एक विशाल संगीत हॉल - लंदन के ब्रिक्सटन अकादमी में एक भीड़ भरे रॉक कॉन्सर्ट में मिलते हैं। रात के अंत में वे बिस्तर पर होते हैं। एक साथ, कई महीनों की अवधि में, वे एक पारस्परिक यौन जुनून का पीछा करते हैं जिसके अपरिहार्य चरण नौ लाइव-कॉन्सर्ट गीतों के विपरीत प्रकट होते हैं।","Matt, a young glaciologist, flies across the vast, quiet, icy vastness of the South Pole, recalling his love affair with Lisa. They meet at a crowded rock concert at London's Brixton Academy, a massive music hall. By the end of the night, they end up in bed. Together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in the contrast of nine live-concert songs.",,0
1103,"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.","1997 में, मैनहट्टन द्वीप को दीवार से बंद कर दिया गया और एक विशाल अधिकतम सुरक्षा जेल में बदल दिया गया, जिसके भीतर देश के सबसे खराब अपराधियों को अपना अराजक समाज बनाने के लिए छोड़ दिया गया। हालाँकि, जब संयुक्त राज्य अमेरिका के राष्ट्रपति द्वीप पर दुर्घटनाग्रस्त हो जाते हैं, तो अधिकारी उन्हें बचाने के लिए एक पूर्व सैनिक और वर्तमान अपराधी, स्नेक प्लिस्केन की ओर रुख करते हैं।","In 1997, Manhattan Island was walled off and transformed into a massive maximum security prison, leaving the country's worst criminals to create their own lawless society. However, when the President of the United States crashes on the island, authorities turn to Snake Plissken, a former soldier and current criminal, to rescue him.",,0
1268,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.","मिस्टर बीन कान्स की यात्रा जीत जाते हैं जहां वह अनजाने में एक युवा लड़के को उसके पिता से अलग कर देते हैं और उन्हें उन दोनों को फिर से मिलाने में मदद करनी होती है। रास्ते में उसे अन्य चीज़ों के अलावा फ़्रांस, साइकिल चलाना और सच्चे प्यार का पता चलता है।","Mr. Bean wins a trip to Cannes where he inadvertently separates a young boy from his father and must help reunite them. Along the way, he discovers France, cycling, and true love, among other things.",,0
7979,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.","ক্যালিফোর্নিয়ায় বছর কাটানোর পর, আমির তার পুরানো বন্ধু হাসানকে সাহায্য করার জন্য আফগানিস্তানে তার স্বদেশে ফিরে আসেন, যার ছেলে সমস্যায় রয়েছে।","After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",,1
2761,"After three British agents are assigned to assassinate a mysterious German spy during World War I, two of them become ambivalent when their duty to the mission conflicts with their consciences.","प्रथम विश्व युद्ध के दौरान एक रहस्यमय जर्मन जासूस की हत्या करने के लिए तीन ब्रिटिश एजेंटों को नियुक्त किए जाने के बाद, उनमें से दो तब दुविधा में पड़ जाते हैं जब मिशन के प्रति उनका कर्तव्य उनकी अंतरात्मा से टकराता है।","After three British agents are assigned to assassinate a mysterious German spy during World War I, two of them find themselves in a dilemma when their duty to the mission clashes with their conscience.",,0
2161,"The science of miniaturization has been unlocked, and the army has big plans. But when a scientist carrying the secret of the process is injured in a surprise attack, a life-threatening blood clot puts him into a coma. Now, a team of adventurers will have to use the technology to travel inside his body and destroy the clot.","लघुकरण का विज्ञान खुल गया है, और सेना के पास बड़ी योजनाएँ हैं। लेकिन जब इस प्रक्रिया का रहस्य जानने वाला एक वैज्ञानिक अचानक हुए हमले में घायल हो जाता है, तो जानलेवा रक्त का थक्का उसे कोमा में डाल देता है। अब, साहसी लोगों की एक टीम को उसके शरीर के अंदर यात्रा करने और थक्के को नष्ट करने के लिए प्रौद्योगिकी का उपयोग करना होगा।","The science of miniaturization has been uncovered, and the military has big plans. But when a scientist who knows the secret to this process is injured in a surprise attack, a life-threatening blood clot leaves him in a coma. Now, a team of adventurers must use technology to travel inside his body and destroy the clot.",,0
4896,A pseudo documentary study of an archetypal German who tries to model his world according to his ideas of law and (sexual) order.,একজন প্রত্নতাত্ত্বিক জার্মানের একটি ছদ্ম ডকুমেন্টারি অধ্যয়ন যিনি তার আইন এবং (যৌন) আদেশের ধারণা অনুসারে তার বিশ্বকে মডেল করার চেষ্টা করেন।,A pseudo-documentary study of an archeological German who tries to model his world according to his ideas of law and (sexual) order.,,0
