common_movie_id,overview,translated_overview
71668,"After the events at Lake Victoria, the prehistoric school of blood-thirsty piranhas make their way into swimming pools, plumbing, and a newly opened water park.","ଭିକ୍ଟୋରିଆ ହ୍ରଦରେ ଘଟିଥିବା ଘଟଣାଗୁଡ଼ିକ ପରେ, ରକ୍ତ ତୃଷିତ ପିରହାନ୍ସର ପ୍ରାଚୀନ ବିଦ୍ୟାଳୟ ସୁଇମିଂ ପୁଲ୍, ପ୍ଲମ୍ବିଂ ଏବଂ ଏକ ନୂତନ ଖୋଲାଯାଇଥିବା ୱାଟର ପାର୍କରେ ପ୍ରବେଶ କଲା |"
1091,Scientists in the Antarctic are confronted by a shape-shifting alien that assumes the appearance of the people that it kills.,अंटार्कटिक में वैज्ञानिकों का सामना एक आकार बदलने वाले एलियन से होता है जो उन लोगों का रूप धारण कर लेता है जिन्हें वह मारता है।
1702,"Chaank Armaments is experimenting with the ultimate fighting machine which is part human - part machine. So far, the Hardman project has been unreliable and has killed a number of innocent people. The genius behind this project is Jack who lives in a world of models, toys and magazines. When he is fired by Cale for killing a few corporate officers, he unleashes the ultimate killing machine called the 'Warbeast' against Cale and those who would help her.","चैंक आर्मामेंट्स परम लड़ाकू मशीन के साथ प्रयोग कर रहा है जो आंशिक रूप से मानव - आंशिक रूप से मशीन है। अब तक, हार्डमैन परियोजना अविश्वसनीय रही है और इसने कई निर्दोष लोगों की जान ले ली है। इस प्रोजेक्ट के पीछे का जीनियस जैक है जो मॉडलों, खिलौनों और पत्रिकाओं की दुनिया में रहता है। जब कुछ कॉरपोरेट अधिकारियों की हत्या के लिए कैले ने उसे नौकरी से निकाल दिया, तो उसने कैले और उसकी मदद करने वाले लोगों के खिलाफ 'वॉरबीस्ट' नामक अंतिम हत्या मशीन को तैनात कर दिया।"
6461,"After finding out that her husband, Rudi, has a fatal illness, Trudi Angermeier arranges a trip to Berlin so they can see their children. Of course, the kids don't know the real reason they're visiting -- and the catch is, neither does Rudi...","তার স্বামী রুডির একটি মারাত্মক অসুস্থতা রয়েছে তা জানার পর, ট্রুডি অ্যাঙ্গারমেয়ার বার্লিনে একটি ভ্রমণের ব্যবস্থা করেন যাতে তারা তাদের সন্তানদের দেখতে পারে। অবশ্যই, বাচ্চারা জানে না যে তারা পরিদর্শন করছে আসল কারণ -- এবং ধরা হল, রুডিও না..."
56949,"Soledad, a girl tired of being a taxi driver in Buenos Aires,  travels with her car to Patagonia. She stops in a village whose inhabitants live in isolation and their only contact with the outside world is a cinema where old films are projected.",ବୁଏନୋସ୍ ଆଇରେସରେ ଟ୍ୟାକ୍ସି ଡ୍ରାଇଭର ହୋଇ ଥକି ଯାଇଥିବା ଜଣେ girl ିଅ ସୋଲେଡାଡ ନିଜ କାର ସହିତ ପାଟାଗୋନିଆକୁ ଯାତ୍ରା କରନ୍ତି। ସେ ଏକ ଗାଁରେ ଅଟକି ଯାଆନ୍ତି ଯାହାର ଅଧିବାସୀମାନେ ଅଲଗା ରୁହନ୍ତି ଏବଂ ବାହ୍ୟ ଜଗତ ସହିତ ସେମାନଙ୍କର ଏକମାତ୍ର ସମ୍ପର୍କ ହେଉଛି ଏକ ସିନେମା ଯେଉଁଠାରେ ପୁରୁଣା ଚଳଚ୍ଚିତ୍ରର ପ୍ରୋଜେକ୍ଟ କରାଯାଏ |
52462,"A young woman in dire financial straights accepts an offer to be a wealthy aristocrat's human ""pet"" for six months. Then ruthless modern ""pet-nappers"" kidnap the woman to sell her on the GSM (Global Slave Market).","ଆର୍ଥିକ ଅବସ୍ଥା ସଙ୍କଟାପନ୍ନ ଜଣେ ଯୁବତୀ ଜଣେ ଧନୀ ଆରିଷ୍ଟୋକ୍ରାଟଙ୍କ ମାନବ ""ଗୃହପାଳିତ ପଶୁ"" ହେବାର ପ୍ରସ୍ତାବକୁ months ମାସ ପାଇଁ ଗ୍ରହଣ କରନ୍ତି। ତା’ପରେ ନିର୍ଦ୍ଦୟ ଆଧୁନିକ “ଗୃହପାଳିତ ପଶୁ” ମହିଳାଙ୍କୁ ଜିଏସଏମ (ଗ୍ଲୋବାଲ ଦାସ ବଜାର) ରେ ବିକ୍ରୟ କରିବା ପାଇଁ ଅପହରଣ କରିନେଇଥିଲେ |"
467,Four teenagers at a British private school secretly uncover and explore the depths of a sealed underground hole created decades ago as a possible bomb shelter.,एक ब्रिटिश निजी स्कूल के चार किशोर गुप्त रूप से संभावित बम आश्रय के रूप में दशकों पहले बनाए गए एक सीलबंद भूमिगत छेद का पता लगाते हैं और उसकी गहराई का पता लगाते हैं।
1717,The story of an idealist's rise to power in the world of Louisiana politics and the corruption that leads to his ultimate downfall. Based on the1946 Pulitzer Prize-winning novel written by Robert Penn Warren.,लुइसियाना की राजनीति की दुनिया में एक आदर्शवादी के सत्ता में आने और भ्रष्टाचार की कहानी जो उसके अंतिम पतन की ओर ले जाती है। रॉबर्ट पेन वॉरेन द्वारा लिखित 1946 के पुलित्जर पुरस्कार विजेता उपन्यास पर आधारित।
70862,This documentary explores the hidden history of the American Exploitation Film. The movie digs deep into this often overlooked category of U.S. cinema and unearths the shameless and occasionally shocking origins of this popular entertainment.,ଏହି ଡକ୍ୟୁମେଣ୍ଟାରୀ ଆମେରିକୀୟ ଏକ୍ସପ୍ଲୋଏସନ୍ ଫିଲ୍ମର ଲୁକ୍କାୟିତ ଇତିହାସକୁ ଅନୁସନ୍ଧାନ କରେ | ଚଳଚ୍ଚିତ୍ରଟି ଆମେରିକାର ସିନେମାର ପ୍ରାୟତ over ଅଣଦେଖା ହୋଇଥିବା ବର୍ଗରେ ଗଭୀର ଭାବରେ ଖୋଳିଥାଏ ଏବଂ ଏହି ଲୋକପ୍ରିୟ ମନୋରଞ୍ଜନର ଲଜ୍ଜାଜନକ ଏବଂ ବେଳେବେଳେ ଚକିତକାରୀ ଉତ୍ପତ୍ତି ଖୋଲିଥାଏ |
4482,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.","তার স্বামীর অবিশ্বাস সম্পর্কে জানার পর, একজন গৃহিণী একজন ভ্রমণকারী লেসবিয়ানকে তাদের সাথে যাওয়ার জন্য আমন্ত্রণ জানান। তাদের জীবন আর কখনো আগের মত হবে না।"
707,A newly developed microchip designed by Zorin Industries for the British Government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the KGB. James Bond must find out how and why. His suspicions soon lead him to big industry leader Max Zorin.,"ब्रिटिश सरकार के लिए ज़ोरिन इंडस्ट्रीज द्वारा डिज़ाइन किया गया एक नया विकसित माइक्रोचिप जो परमाणु विस्फोट के कारण होने वाले विद्युत चुम्बकीय विकिरण से बच सकता है, केजीबी के हाथों में आ गया है। जेम्स बॉन्ड को पता लगाना होगा कि कैसे और क्यों। उनका संदेह जल्द ही उन्हें उद्योग के बड़े नेता मैक्स ज़ोरिन तक ले गया।"
1611,"The movie deals with the championship-winning German soccer team of 1954. Its story is linked with two others: The family of a young boy is split due to the events in World War II, and the father returns from Russia after eleven years. The second story is about a reporter and his wife reporting from the tournament.","फिल्म 1954 की चैंपियनशिप विजेता जर्मन फुटबॉल टीम से संबंधित है। इसकी कहानी दो अन्य लोगों के साथ जुड़ी हुई है: द्वितीय विश्व युद्ध की घटनाओं के कारण एक युवा लड़के का परिवार विभाजित हो जाता है, और पिता ग्यारह साल बाद रूस से लौट आता है। दूसरी कहानी एक रिपोर्टर और उसकी पत्नी के बारे में है जो टूर्नामेंट से रिपोर्टिंग कर रहे हैं।"
698,During the transportation of a Space Shuttle a Boeing 747 crashes in the Atlantic Ocean yet when they go to look for the destroyed shuttle it is not there. James Bond investigates the missing mission space shuttle and soon learns that the shuttles owner Hugo Drax wants to kill all of mankind.,"एक अंतरिक्ष शटल के परिवहन के दौरान एक बोइंग 747 अटलांटिक महासागर में दुर्घटनाग्रस्त हो जाता है, फिर भी जब वे नष्ट हुए शटल की तलाश करते हैं तो वह वहां नहीं होता है। जेम्स बॉन्ड लापता मिशन अंतरिक्ष शटल की जांच करता है और जल्द ही उसे पता चलता है कि शटल का मालिक ह्यूगो ड्रेक्स पूरी मानव जाति को मारना चाहता है।"
2280,"A young boy, Josh Baskin makes a wish at a carnival machine to be big. He wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. What will he find out about this strange world?","एक युवा लड़का, जोश बास्किन एक कार्निवल मशीन पर बड़ा होने की इच्छा करता है। वह अगली सुबह उठता है और पाता है कि उसे अनुमति दे दी गई है और उसका शरीर रातों-रात बूढ़ा हो गया है। लेकिन अंदर से वह अब भी वही 13 साल का लड़का है। अब उसे सीखना होगा कि नौकरी पाना और किसी महिला के साथ अपनी पहली रोमांटिक मुलाकात सहित वयस्कों की अपरिचित दुनिया का सामना कैसे करना है। वह इस अजीब दुनिया के बारे में क्या पता लगाएगा?"
931,"After Laura and John Baxter lose their only child in a horrible drowning, they are greeted by strange sightings of her throughout their everyday lives. When two old ladies approach them in Italy with news that their daughter may still be alive, it seems too good to be true. Perhaps it is...","लौरा और जॉन बैक्सटर के अपने इकलौते बच्चे को भयानक डूबने से खोने के बाद, रोजमर्रा की जिंदगी में उन्हें उसके अजीब दृश्य देखने को मिलते हैं। जब इटली में दो बूढ़ी औरतें यह खबर लेकर उनके पास आती हैं कि उनकी बेटी अभी भी जीवित हो सकती है, तो यह सच होना बहुत अच्छा लगता है। शायद यह है..."
8838,"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.","রেনেগেড এফবিআই এজেন্ট আর্ট জেফ্রিস একটি নয় বছর বয়সী অটিস্টিক ছেলেকে রক্ষা করে যে সরকারের নতুন ""অবিচ্ছেদযোগ্য"" কোড ক্র্যাক করেছে।"
118,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.","एक युवा लड़के ने दुनिया की सबसे शानदार चॉकलेट फैक्ट्री का दौरा जीता, जिसका नेतृत्व दुनिया की सबसे असामान्य कैंडी निर्माता ने किया।"
46948,"Pete St. John is a powerful and successful political consultant, with clients spread around the country. When his long-time friend and client Ohio senator Sam Hastings decides to quit politics, he is rapidly drafted to help with the campaign of the man destined to succeed him, unknown and mysterious businessman Jerome Cade...","ଗ୍ରାହକମାନେ ଦେଶରେ ବ୍ୟାପିଥିବା ପିଟ୍ ସେଣ୍ଟ ଜନ୍ ଜଣେ ଶକ୍ତିଶାଳୀ ଏବଂ ସଫଳ ରାଜନ political ତିକ ପରାମର୍ଶଦାତା | ଯେତେବେଳେ ତାଙ୍କର ଦୀର୍ଘ ଦିନର ବନ୍ଧୁ ତଥା କ୍ଲାଏଣ୍ଟ ଓହିଓ ସିନେଟର ସାମ ହାଷ୍ଟିଙ୍ଗ ରାଜନୀତି ଛାଡିବାକୁ ନିଷ୍ପତ୍ତି ନିଅନ୍ତି, ସେତେବେଳେ ତାଙ୍କୁ ଶୀଘ୍ର ଅଜ୍ଞାତ ତଥା ରହସ୍ୟମୟ ବ୍ୟବସାୟୀ ଜେରୋମ କେଡଙ୍କ ସଫଳତା ପାଇଁ ଅଭିଯାନରେ ସାହାଯ୍ୟ କରିବାକୁ ସେ ପ୍ରସ୍ତୁତ ହୋଇଥିଲେ।"
2798,"This film originated as a play in Paris. The story focuses on the one-day adventures of Bertrand Barnier played with a genius of French cinema, Louis de Funes. In the same morning he learns that his daughter is pregnant, an employee stole a large amount of money from his company, his maid is about to resign in order to marry a wealthy neighbor and his body builder is interested in marrying his daughter. The seemingly complicated story-line is full of comedy or errors and some of the most hilarious mime scenes of the French cinema.","इस फिल्म की शुरुआत पेरिस में एक नाटक के रूप में हुई थी। कहानी बर्ट्रेंड बार्नियर के एक दिवसीय साहसिक कारनामे पर केंद्रित है, जो उन्होंने फ्रांसीसी सिनेमा के प्रतिभाशाली कलाकार लुई डी फ़्यून्स के साथ निभाया था। उसी सुबह उसे पता चलता है कि उसकी बेटी गर्भवती है, एक कर्मचारी ने उसकी कंपनी से बड़ी रकम चुरा ली है, उसकी नौकरानी एक अमीर पड़ोसी से शादी करने के लिए इस्तीफा देने वाली है और उसका बॉडी बिल्डर उसकी बेटी से शादी करने में दिलचस्पी रखता है। प्रतीत होने वाली जटिल कहानी-रेखा कॉमेडी या त्रुटियों और फ्रांसीसी सिनेमा के कुछ सबसे प्रफुल्लित करने वाले माइम दृश्यों से भरी है।"
55156,"Pao Lung-Sing, a descendant of the famous Judge Pao Ching Tient, is a 9th degree corrupt judge (lowest degree) who changes his tune when he tries to champion a woman Chi Siu-Lin, who was framed for killing her husband. As a result, Pao is forced to flee and through a series of events (often hilarious) becomes a 1st degree judge and comes back to wreak havoc and justice on the guilty.","ପ୍ରସିଦ୍ଧ ଜଜ୍ ପାଓ ଚିଙ୍ଗ୍ ଟିଏଣ୍ଟଙ୍କ ବଂଶଧର ପାଓ ଲୁଙ୍ଗ-ସିଙ୍ଗ୍ ଜଣେ 9th ମ ଡିଗ୍ରୀ ଦୁର୍ନୀତିଗ୍ରସ୍ତ ବିଚାରପତି (ସର୍ବନିମ୍ନ ଡିଗ୍ରୀ) ଯିଏ ନିଜ ସ୍ୱାମୀଙ୍କୁ ହତ୍ୟା କରିବା ପାଇଁ ଫ୍ରେମ୍ ହୋଇଥିବା ଜଣେ ମହିଳା ଚି ସିୟୁ-ଲିନ୍ଙ୍କୁ ଚାମ୍ପିଅନ୍ କରିବାକୁ ଚେଷ୍ଟା କରୁଥିବାବେଳେ ତାଙ୍କ ସ୍ୱର ପରିବର୍ତ୍ତନ କରନ୍ତି। ଫଳସ୍ୱରୂପ, ପାଓ ପଳାୟନ କରିବାକୁ ବାଧ୍ୟ ହୋଇଥିଲେ ଏବଂ ଅନେକ ଘଟଣା ମାଧ୍ୟମରେ (ପ୍ରାୟତ h ହାସ୍ୟସ୍ପଦ) ପ୍ରଥମ ଡିଗ୍ରୀ ଜଜ୍ ହୋଇଥିଲେ ଏବଂ ଦୋଷୀମାନଙ୍କ ଉପରେ ଅନିଷ୍ଟ ଏବଂ ନ୍ୟାୟ ଆଣିବାକୁ ଫେରି ଆସିଥିଲେ |"
98,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.","वर्ष 180 में, सम्राट मार्कस ऑरेलियस की मृत्यु ने रोमन साम्राज्य को अराजकता में डाल दिया। मैक्सिमस रोमन सेना के सबसे सक्षम और भरोसेमंद जनरलों में से एक और सम्राट का प्रमुख सलाहकार है। जैसे ही मार्कस का कुटिल पुत्र कोमोडस सिंहासन पर बैठा, मैक्सिमस को मार डाला जाना तय हो गया। वह भाग जाता है, लेकिन दास व्यापारियों द्वारा पकड़ लिया जाता है। स्पैनियार्ड का नाम बदला गया और ग्लैडीएटर बनने के लिए मजबूर किया गया, मैक्सिमस को भुगतान करने वाले दर्शकों के मनोरंजन के लिए अन्य पुरुषों के साथ मौत से लड़ना होगा। उसका युद्ध कौशल उसके काम आता है, और वह कोलोसियम में लड़ने वाले सबसे प्रसिद्ध और प्रशंसित व्यक्तियों में से एक बन जाता है। उस व्यक्ति से बदला लेने के लिए दृढ़ संकल्पित, जिसने उसकी स्वतंत्रता छीन ली और उसके परिवार को बर्बाद कर दिया, मैक्सिमस का मानना ​​है कि वह रिंग में अपनी प्रसिद्धि और कौशल का उपयोग अपने परिवार और पूर्व गौरव के नुकसान का बदला लेने के लिए कर सकता है। जैसे ही ग्लैडीएटर ने उसके शासन को चुनौती देना शुरू किया, कमोडस ने मौत की लड़ाई में मैक्सिमस के साथ मुकाबला करके अपनी खुद की लड़ने की क्षमता का परीक्षण करने का फैसला किया।"
4488,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,একটি শিশুর ডুবে যাওয়ার স্থান ছিল এমন একটি গ্রীষ্মকালীন শিবির পুনরায় খোলার চেষ্টা করার সময় ক্যাম্পের পরামর্শদাতারা একটি অজানা আততায়ীর দ্বারা ধাক্কা মেরে হত্যা করা হয়।
54276,Our hero Zatoichi sails to one of the distant islands to begin a pilgrimage to a total of 88 Shinto shrines.,ଆମର ହିରୋ ଜାଟୋଚି ଦୂର ଦ୍ୱୀପପୁଞ୍ଜକୁ ଯାଇ ସମୁଦାୟ 88 ସିଣ୍ଟୋ ଶ୍ରୀକ୍ଷେତ୍ରକୁ ତୀର୍ଥଯାତ୍ରା ଆରମ୍ଭ କଲେ |
1950,A professional poker player whose astounding luck at the table fails to translate into his lonesome love life attempts to win the World Series of Poker while simultaneously earning the affections of a beautiful Las Vegas singer.,"एक पेशेवर पोकर खिलाड़ी, जिसकी मेज पर आश्चर्यजनक किस्मत उसके अकेले प्रेम जीवन में तब्दील होने में विफल रहती है, पोकर की विश्व श्रृंखला जीतने का प्रयास करता है और साथ ही साथ एक खूबसूरत लास वेगास गायक का स्नेह भी अर्जित करता है।"
2017,"While doing a friend a favor and searching for a runaway teenager, a police detective stumbles upon a bizarre band of criminals about to pull off a bank robbery.","एक दोस्त का उपकार करते हुए और एक भागे हुए किशोर की तलाश करते समय, एक पुलिस जासूस की मुलाकात अपराधियों के एक विचित्र समूह से होती है जो एक बैंक डकैती को अंजाम देने वाला था।"
4597,"A crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company. Armed with a seemingly fool-proof plan, the men plan on making off with a fortune with harm to none. But when an unexpected witness interferes, the plan quickly unravels and all bets are off.","একটি সাঁজোয়া পরিবহন নিরাপত্তা সংস্থার কর্মকর্তাদের একটি ক্রু যখন তাদের নিজের কোম্পানির বিরুদ্ধে চূড়ান্ত চুরি শুরু করে তখন তাদের জীবনের ঝুঁকি নেয়। একটি আপাতদৃষ্টিতে বোকা-প্রমাণ পরিকল্পনার সাথে সজ্জিত, পুরুষরা কোন ক্ষতি না করে ভাগ্য নিয়ে তৈরি করার পরিকল্পনা করে। কিন্তু যখন একজন অপ্রত্যাশিত সাক্ষী হস্তক্ষেপ করে, তখন প্ল্যানটি দ্রুত ফাঁস হয়ে যায় এবং সমস্ত বাজি বন্ধ হয়ে যায়।"
1643,A young Parisian woman begins a sordid affair with a middle-aged American businessman whom lays out ground rules that their clandestine relationship will be based only on sex.,"पेरिस की एक युवा महिला का एक मध्यम आयु वर्ग के अमेरिकी व्यवसायी के साथ घिनौना संबंध शुरू हो जाता है, जो बुनियादी नियम बनाता है कि उनका गुप्त संबंध केवल सेक्स पर आधारित होगा।"
49526,"In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.","ମ୍ୟାନହଟନରେ, ଏକ ବାଇକ୍ ମେସେଞ୍ଜର ଏକ କନ୍ଫ୍ଲେଟ୍ ଉଠାଇଥାଏ ଯାହା ସାରା ସହରରେ ସାଇକେଲ ଚାଳକଙ୍କୁ ଅନୁସରଣ କରୁଥିବା ଏକ ମଇଳା ପୋଲିସର ଆଗ୍ରହକୁ ଆକର୍ଷିତ କରିଥାଏ |"
1594,A Shot in the Dark is the second and more successful film from the Pink Panther film series where both animated and real life sequences are mixed. A cult classic from Blake Edwards based on the play L’Idiot by Marcel Achard and Harry Kurnitz.,ए शॉट इन द डार्क पिंक पैंथर फिल्म श्रृंखला की दूसरी और अधिक सफल फिल्म है जहां एनिमेटेड और वास्तविक जीवन दोनों दृश्यों को मिश्रित किया गया है। मार्सेल अचर्ड और हैरी कुर्नित्ज़ के नाटक एल'इडियट पर आधारित ब्लेक एडवर्ड्स का एक पंथ क्लासिक।
5247,"Detective Catherine Palmer (Ellen Barkin) is on the trail of an elusive serial killer. During her investigation she meets Vickie Kittrie (Peta Wilson), who belongs to an exclusive club of women who engage in secret sessions of bondage and S&amp;M. Matters become even more complicated when Palmer finds herself attracted to Kittrie, leading to a brief lesbian encounter. Palmer soon learns that each victim belonged to this club of prominent, sexually experimental women. In order to catch the killer, Catherine must trust Vickie to guide her through the dangerous and illicit underground.","গোয়েন্দা ক্যাথরিন পামার (এলেন বারকিন) একজন অধরা সিরিয়াল কিলারের পথ ধরে। তার তদন্তের সময় তিনি ভিকি কিট্রির (পেটা উইলসন) সাথে দেখা করেন, যিনি মহিলাদের একটি একচেটিয়া ক্লাবের অন্তর্গত যারা বন্ধন এবং S&M এর গোপন অধিবেশনে জড়িত। বিষয়গুলি আরও জটিল হয়ে ওঠে যখন পামার নিজেকে কিট্রির প্রতি আকৃষ্ট হন, যার ফলে একটি সংক্ষিপ্ত লেসবিয়ান মুখোমুখি হয়। পামার শীঘ্রই জানতে পারে যে প্রতিটি শিকার বিশিষ্ট, যৌন পরীক্ষামূলক মহিলাদের এই ক্লাবের অন্তর্গত। হত্যাকারীকে ধরার জন্য, ক্যাথরিনকে ভিকিকে বিপজ্জনক এবং অবৈধ আন্ডারগ্রাউন্ডের মাধ্যমে গাইড করার জন্য বিশ্বাস করতে হবে।"
4267,"Solange is depressed: she's stopped smiling, she eats little, she says less. She has fainting fits. Her husband Raoul seeks to save her by enlisting Stephane, a stranger, to be her lover. Although he listens to Mozart and has every Pocket Book arranged in alphabetical order, Stephane fails to cheer Solange. She knits. She does housework. Everyone, including their neighbor a vegetable vendor, agrees that she needs a child, yet she fails to get pregnant by either lover. The three take a job running a kids' summer camp where they meet Christian, the precocious 13-year-old son of the local factory manager. It is Christian who restores Solange to laughter","সোলেঞ্জ হতাশাগ্রস্ত: সে হাসি বন্ধ করে দিয়েছে, সে কম খায়, সে কম বলে। তিনি অজ্ঞান ফিট আছে. তার স্বামী রাউল স্টিফেন নামে একজন অপরিচিত ব্যক্তিকে তার প্রেমিকা হিসেবে তালিকাভুক্ত করে তাকে বাঁচাতে চায়। যদিও তিনি মোজার্টের কথা শোনেন এবং প্রতিটি পকেট বুক বর্ণানুক্রমিকভাবে সাজানো থাকে, স্টিফেন সোলাঞ্জকে উত্সাহিত করতে ব্যর্থ হন। সে নিট. সে ঘরের কাজ করে। তাদের প্রতিবেশী একজন সবজি বিক্রেতা সহ সবাই সম্মত হন যে তার একটি সন্তান দরকার, তবুও সে প্রেমিকের দ্বারা গর্ভবতী হতে ব্যর্থ হয়। তিনজন একটি বাচ্চাদের গ্রীষ্মকালীন ক্যাম্প চালানোর জন্য একটি চাকরি নেয় যেখানে তারা স্থানীয় কারখানার ম্যানেজারের 13 বছর বয়সী ছেলে ক্রিশ্চিয়ানের সাথে দেখা করে। এটি খ্রিস্টান যিনি সোলাঞ্জকে হাসিতে পুনরুদ্ধার করেন"
2141,"The man behind the legend and a knowing look at the 1950's Hollywood are revealed in this dynamic bioepic of the meteoric star whose troubled life echoed his gut-grabbing performances in East of Eden, Rebel Without A Cause and Giant.","पौराणिक कथा के पीछे के व्यक्ति और 1950 के दशक की हॉलीवुड की गहरी समझ का खुलासा उल्कापिंड स्टार की इस गतिशील बायोपिक में किया गया है, जिसके परेशान जीवन में ईस्ट ऑफ ईडन, रिबेल विदाउट ए कॉज और जाइंट में उनके शानदार प्रदर्शन की झलक मिलती है।"
2621,"It took a lot of cajoling to get Bob (Duchovny), a recently widowed architect, to go on a blind date at a quirky Irish-Italian eatery. Once there, he's smitten instantly not with his date but with the sharp-witted waitress, Grace (Driver). Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their hearts for good.","हाल ही में विधवा हुए वास्तुकार बॉब (डचोवनी) को एक विचित्र आयरिश-इतालवी भोजनालय में ब्लाइंड डेट पर जाने के लिए बहुत मनाना पड़ा। वहां पहुंचने पर, वह तुरंत अपनी डेट से नहीं बल्कि तेज-तर्रार वेट्रेस, ग्रेस (ड्राइवर) से प्रभावित हो जाता है। ऐसा लगता है कि सब कुछ बहुत अच्छा चल रहा है जब तक कि एक अविश्वसनीय सच्चाई सामने नहीं आ जाती, जो आसानी से उन दोनों के दिलों को हमेशा के लिए तोड़ सकती है।"
8266,"May 1944, a group of French servicewomen and resistance fighters are enlisted into the British Special Operations Executive commando group under the command of Louise Desfontaines and her brother Pierre. Their mission, to rescue a British army geologist caught reconnoitering the beaches at Normandy.","মে 1944, লুইস ডেসফন্টেইনস এবং তার ভাই পিয়েরের নেতৃত্বে ফরাসি মহিলা এবং প্রতিরোধ যোদ্ধাদের একটি দল ব্রিটিশ স্পেশাল অপারেশন এক্সিকিউটিভ কমান্ডো গ্রুপে তালিকাভুক্ত হয়। তাদের মিশন, নর্মান্ডির সমুদ্র সৈকতে পুনর্বিবেচনা করতে গিয়ে ধরা পড়া একজন ব্রিটিশ সেনা ভূতাত্ত্বিককে উদ্ধার করা।"
4253,"Hum Tum (Hindi: हम तुम, translation: You and Me, Urdu: ہم تم) is a Bollywood movie, released in India on May 28, 2004, directed by Kunal Kohli and produced by Aditya Chopra and Yash Chopra. The movie stars Saif Ali Khan and Rani Mukerji in the lead roles.","হাম তুম (হিন্দি: हम तुम, অনুবাদ: আপনি এবং আমি, উর্দু: ہم تم) হল একটি বলিউড চলচ্চিত্র, 28 মে, 2004 সালে ভারতে মুক্তি পায়, কুনাল কোহলি পরিচালিত এবং আদিত্য চোপড়া এবং যশ চোপড়া প্রযোজিত। সিনেমাটিতে প্রধান চরিত্রে অভিনয় করেছেন সাইফ আলি খান ও রানি মুখার্জি।"
804,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.","अपने दमघोंटू कार्यक्रम से अभिभूत होकर, यूरोपीय राजकुमारी ऐन रोम में एक रात के लिए यात्रा पर निकलती है। हालाँकि, जब उसे अपने डॉक्टर से ली गई शामक दवा लगती है, तो वह पार्क की एक बेंच पर सो जाती है और एक अमेरिकी रिपोर्टर, जो ब्रैडली उसे पाता है, जो उसे सुरक्षा के लिए अपने अपार्टमेंट में वापस ले जाता है। अगली सुबह काम पर, जो को ऐन की शाही पहचान का पता चलता है और वह अपने संपादक से शर्त लगाता है कि वह उसके साथ विशेष साक्षात्कार ले सकता है, लेकिन रोमांस जल्द ही रास्ते में आ जाता है।"
2928,Tabloid reporters are sent by their editor to investigate after the paper recieves a letter from a woman claiming an angel is living with her.,"अखबार को एक महिला का पत्र मिलने के बाद उसके संपादक द्वारा जांच के लिए टैब्लॉइड पत्रकारों को भेजा जाता है, जिसमें दावा किया गया है कि एक देवदूत उसके साथ रह रहा है।"
5723,"A vacuum repairman moonlights as a street musician and hopes for his big break. One day a Czech immigrant, who earns a living selling flowers, approaches him with the news that she is also an aspiring singer-songwriter. The pair decide to collaborate, and the songs that they compose reflect the story of their blossoming love.","একজন ভ্যাকুয়াম মেরামতকারী একজন রাস্তার সঙ্গীতশিল্পী হিসাবে চাঁদের আলো দেখান এবং তার বড় বিরতির আশা করেন। একদিন একজন চেক অভিবাসী, যিনি ফুল বিক্রি করে জীবিকা নির্বাহ করেন, তিনি এই খবর নিয়ে তাঁর কাছে যান যে তিনিও একজন উচ্চাকাঙ্ক্ষী গায়ক-গীতিকার। এই জুটি সহযোগিতা করার সিদ্ধান্ত নেয়, এবং তারা যে গানগুলি রচনা করে তা তাদের প্রস্ফুটিত প্রেমের গল্পকে প্রতিফলিত করে৷"
